"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-09-15 ~ 2026-09-14"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 도로명주소"
"시도 : 서울특별시"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"54637","서울특별시 강서구 등촌동","685","0685","0000","경동미르웰양천향교2차","월세","29.6800","202602","01","23,400","17","15","2020","강서로56가길 166","202604~202804","신규","-","",""
"54638","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","월세","22.1700","202602","01","1,000","83","12","2017","마곡중앙5로 6","202603~202703","갱신","-","1,000","80"
"54639","서울특별시 강서구 등촌동","633-17","0633","0017","등촌투웨니퍼스트2차","월세","29.6800","202602","01","8,000","60","2","2016","양천로66길 21","202603~202703","갱신","-","8,000","56"
"54640","서울특별시 강서구 등촌동","639-8","0639","0008","ACE A-ZONE","월세","59.0400","202602","01","5,000","90","11","2005","화곡로68길 36","202602~202802","갱신","-","5,000","70"
"54641","서울특별시 강서구 화곡동","916-7","0916","0007","혜성오피스텔","월세","27.0600","202602","01","5,500","70","8","2021","월정로20길 82-6","202602~202801","신규","-","",""
"54642","서울특별시 영등포구 영등포동2가","175","0175","0000","여의도 해링턴타워 196","월세","18.1000","202602","01","13,000","55","14","2022","영등포로49길 2","202603~202803","신규","-","",""
"54643","서울특별시 금천구 가산동","139-8","0139","0008","에스키스 가산","월세","16.6500","202602","01","780","24","19","2017","벚꽃로56길 190","202602~202801","신규","-","",""
"54644","서울특별시 구로구 오류동","23-41","0023","0041","경원하이 뷰","월세","29.2800","202602","01","1,000","110","13","2025","경인로19길 8","202602~202701","신규","-","",""
"54645","서울특별시 영등포구 영등포동7가","29-112","0029","0112","한가람 더원 103동","전세","22.8900","202602","01","24,000","0","6","2020","버드나루로11길 10","202603~202803","신규","-","",""
"54646","서울특별시 구로구 구로동","44-2","0044","0002","몽삐에뜨로즈","전세","26.5900","202602","01","21,000","0","5","2022","공원로8길 30-12","202603~202803","갱신","-","20,000","0"
"54647","서울특별시 구로구 구로동","44-2","0044","0002","몽삐에뜨로즈","전세","26.5900","202602","01","21,000","0","7","2022","공원로8길 30-12","202603~202703","갱신","-","20,000","0"
"54648","서울특별시 구로구 구로동","26","0026","0000","신도림포스빌","월세","24.1500","202602","01","1,000","65","6","2004","새말로 102","202602~202701","신규","-","",""
"54649","서울특별시 금천구 가산동","140-17","0140","0017","한강","월세","19.9200","202602","01","100","65","3","2021","디지털로 208-17","202602~202605","신규","-","",""
"54650","서울특별시 영등포구 영등포동2가","164","0164","0000","글로벌MJ10","전세","28.5300","202602","01","30,000","0","17","2024","영등포로 271","202602~202802","신규","-","",""
"54651","서울특별시 구로구 오류동","9-231","0009","0231","오류동 삼전솔하임","월세","20.4400","202602","01","1,000","60","16","2020","경인로 187","202602~202702","신규","-","",""
"54652","서울특별시 구로구 오류동","6-317","0006","0317","아우레아","전세","29.9800","202602","01","18,900","0","3","2025","고척로 3","202603~202803","신규","-","",""
"54653","서울특별시 금천구 독산동","336-8","0336","0008","미림에이클래스","전세","27.7900","202602","01","25,200","0","5","2021","두산로3길 17","202603~202803","신규","-","",""
"54654","서울특별시 영등포구 영등포동2가","94-154","0094","0154","여의도 디앤써밋","월세","27.9800","202601","31","23,200","20","6","2019","버드나루로 23","202603~202803","신규","-","",""
"54655","서울특별시 금천구 독산동","1156","1156","0000","금천 롯데캐슬 골드파크 4차","월세","26.2400","202601","31","16,200","11","29","2019","시흥대로 315","202603~202703","신규","-","",""
"54656","서울특별시 금천구 독산동","1156","1156","0000","금천 롯데캐슬 골드파크 4차","월세","24.2100","202601","31","15,300","12","17","2019","시흥대로 315","202603~202703","갱신","사용","15,300","10"
"54657","서울특별시 금천구 독산동","1156","1156","0000","금천 롯데캐슬 골드파크 4차","월세","26.4500","202601","31","1,000","85","35","2019","시흥대로 315","202602~202702","신규","-","",""
"54658","서울특별시 금천구 독산동","1007-13","1007","0013","e편한세상 독산 더타워","월세","26.2200","202601","31","16,200","7","9","2019","범안로 1212","202602~202802","갱신","-","16,600","5"
"54659","서울특별시 금천구 독산동","1000-5","1000","0005","아크로타워Ⅱ","전세","22.1000","202601","31","21,900","0","13","2022","벚꽃로 154-1","202602~202802","신규","-","",""
"54660","서울특별시 금천구 독산동","1004-13","1004","0013","명남더블레스","전세","16.2200","202601","31","13,600","0","9","2018","벚꽃로 110","202601~202801","신규","-","",""
"54661","서울특별시 금천구 독산동","1000-12","1000","0012","아코모가산바이홈즈","월세","28.1700","202601","31","500","191","5","2024","벚꽃로 146","202603~202703","신규","-","",""
"54662","서울특별시 금천구 독산동","336-6","0336","0006","어반팰리스","월세","26.4800","202601","31","1,000","140","4","2024","두산로 5-8","202602~202701","신규","-","",""
"54663","서울특별시 금천구 독산동","335-23","0335","0023","유원블리스독산","전세","29.0200","202601","31","27,000","0","3","2022","두산로3길 16","202602~202802","갱신","-","26,500","0"
"54664","서울특별시 금천구 독산동","302-7","0302","0007","주원블레어캐슬","전세","28.7200","202601","31","27,300","0","3","2022","두산로9길 17","202603~202803","신규","-","",""
"54665","서울특별시 금천구 독산동","302-4","0302","0004","시에나11","전세","23.5100","202601","31","23,800","0","3","2024","두산로9길 27","202603~202802","갱신","-","23,800","0"
"54666","서울특별시 금천구 독산동","1005-1","1005","0001","독산 보세쥬르","월세","29.5900","202601","31","3,000","105","14","2021","범안로12길 44","202602~202702","신규","-","",""
"54667","서울특별시 금천구 독산동","295-6","0295","0006","주원블레어시티","전세","29.8300","202601","31","29,600","0","14","2020","시흥대로123길 47","202603~202803","신규","-","",""
"54668","서울특별시 금천구 독산동","144-19","0144","0019","루체벨베스트","월세","20.9500","202601","31","5,000","71","12","2024","시흥대로153길 27","202603~202803","신규","-","",""
"54669","서울특별시 금천구 독산동","144-19","0144","0019","루체벨베스트","월세","20.9500","202601","31","20,000","15","7","2024","시흥대로153길 27","202603~202803","신규","-","",""
"54670","서울특별시 금천구 독산동","144-19","0144","0019","루체벨베스트","월세","22.3500","202601","31","21,000","15","3","2024","시흥대로153길 27","202603~202803","신규","-","",""
"54671","서울특별시 구로구 구로동","1127-25","1127","0025","몽삐에뜨3차","월세","21.9600","202601","31","19,000","7","6","2019","디지털로32가길 17-7","202602~202802","갱신","-","20,000","0"
"54672","서울특별시 구로구 구로동","650-4","0650","0004","SK 허브수","월세","59.1200","202601","31","11,000","80","15","2005","구일로10길 27","202603~202803","신규","-","",""
"54673","서울특별시 구로구 구로동","650-4","0650","0004","SK 허브수","월세","59.1200","202601","31","1,000","115","12","2005","구일로10길 27","202602~202702","갱신","사용","1,000","110"
"54674","서울특별시 구로구 구로동","650-4","0650","0004","SK 허브수","월세","37.5300","202601","31","1,000","85","7","2005","구일로10길 27","202602~202709","신규","-","",""
"54675","서울특별시 구로구 구로동","98-8","0098","0008","케어빌","월세","24.6400","202601","31","500","45","1","2007","구로중앙로18길 27","202602~202702","신규","-","",""
"54676","서울특별시 구로구 구로동","98-10","0098","0010","비즈트위트 그린","월세","18.1100","202601","31","500","55","9","2012","구로중앙로18길 23","202602~202702","신규","-","",""
"54677","서울특별시 구로구 구로동","98-12","0098","0012","파인마루오피스텔","월세","24.3600","202601","31","1,000","70","7","2016","구로중앙로18길 17","202603~202703","신규","-","",""
"54678","서울특별시 구로구 구로동","98-12","0098","0012","파인마루오피스텔","월세","20.3000","202601","31","3,000","57","6","2016","구로중앙로18길 17","202602~202702","신규","-","",""
"54679","서울특별시 구로구 구로동","43-1","0043","0001","신도림 로제리움","월세","29.0400","202601","31","1,000","65","12","2012","공원로8길 36","202602~202702","신규","-","",""
"54680","서울특별시 구로구 구로동","44-2","0044","0002","몽삐에뜨로즈","전세","26.5900","202601","31","22,700","0","10","2022","공원로8길 30-12","202603~202803","신규","-","",""
"54681","서울특별시 구로구 구로동","44-8","0044","0008","비즈트위트 오렌지","월세","17.7400","202601","31","1,000","53","14","2013","공원로6가길 8","202602~202608","갱신","-","1,000","53"
"54682","서울특별시 구로구 구로동","104-3","0104","0003","그린플러스 구로 해담채3","월세","17.3500","202601","31","9,900","5","9","2014","가마산로27길 11-15","202603~202803","신규","-","",""
"54683","서울특별시 구로구 구로동","107-8","0107","0008","미주프라자","월세","26.1800","202601","31","500","38","4","1989","가마산로27길 56","202601~202801","신규","-","",""
"54684","서울특별시 구로구 구로동","26","0026","0000","신도림포스빌","월세","33.6900","202601","31","1,000","75","12","2004","새말로 102","202602~202702","갱신","-","1,000","65"
"54685","서울특별시 구로구 구로동","651-2","0651","0002","퀸즈파크 구일","전세","17.3600","202601","31","13,000","0","5","2019","구일로 130","202603~202803","신규","-","",""
"54686","서울특별시 구로구 구로동","103-6","0103","0006","구로 오네뜨 시티","월세","29.9000","202601","31","19,500","9","10","2022","가마산로 271","202604~202804","신규","-","",""
"54687","서울특별시 영등포구 영등포동3가","16-3","0016","0003","산타모니카","월세","23.7900","202601","31","20,000","35","13","2023","영등포로46길 6","202602~202702","갱신","-","20,000","35"
"54688","서울특별시 구로구 오류동","46-1","0046","0001","이좋은집","월세","29.4300","202601","31","1,000","60","6","2005","경인로20나길 30","202602~202702","신규","-","",""
"54689","서울특별시 구로구 오류동","34-13","0034","0013","현대 썬앤빌 구로","월세","16.4200","202601","31","6,400","17","5","2014","경인로19가길 40","202602~202802","갱신","사용","6,400","15"
"54690","서울특별시 강서구 방화동","620-115","0620","0115","라센트로","전세","29.5100","202601","31","20,000","0","6","2022","방화동로3길 23","202603~202803","신규","-","",""
"54691","서울특별시 영등포구 영등포동1가","94-2","0094","0002","여의도더리브스타일","월세","19.3600","202601","31","17,000","14","15","2020","경인로 900","202603~202803","신규","-","",""
"54692","서울특별시 영등포구 영등포동1가","113-1","0113","0001","여의도씨티아이","월세","16.8800","202601","31","500","60","7","2013","경인로 882","202602~202702","신규","-","",""
"54693","서울특별시 영등포구 영등포동1가","121-5","0121","0005","여의도리슈빌DS","전세","21.4100","202601","31","16,200","0","6","2020","신길로 287","202603~202803","신규","-","",""
"54694","서울특별시 영등포구 영등포동1가","121-5","0121","0005","여의도리슈빌DS","월세","21.4100","202601","31","5,000","64","3","2020","신길로 287","202602~202702","신규","-","",""
"54695","서울특별시 영등포구 영등포동1가","121-5","0121","0005","여의도리슈빌DS","월세","21.4100","202601","31","1,000","83","9","2020","신길로 287","202602~202702","신규","-","",""
"54696","서울특별시 구로구 오류동","59-20","0059","0020","칸타빌레5차","월세","21.4700","202601","31","1,000","65","15","2019","경인로 224","202603~202612","갱신","-","1,000","60"
"54697","서울특별시 구로구 가리봉동","137-4","0137","0004","삼부르네상스파크빌","전세","47.5500","202601","31","22,000","0","5","2006","남부순환로 1295","202604~202804","신규","-","",""
