사업장명,소재지도로명주소,소재지지번주소,위도,경도,폐기물분류명,폐기물세부종류명,처리방법내용,전화번호,배출량,신고기준연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,300,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,60,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,30,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,1200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,800,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국전력공사 남서울인천건설지사,,경기도 부천시 오정구 오정동 345-3 일원,37.52930035,126.7779901,건설폐기물,,,,1360,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국전력공사 남서울인천건설지사,,경기도 부천시 오정구 오정동 345-3 일원,37.52930035,126.7779901,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국전력공사 남서울인천건설지사,,경기도 부천시 오정구 오정동 345-3 일원,37.52930035,126.7779901,건설폐기물,,,,501,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국전력공사 남서울인천건설지사,,경기도 부천시 오정구 오정동 345-3 일원,37.52930035,126.7779901,건설폐기물,,,,80,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
일신건영(주),,경기도 부천시 오정구 원종동 101-2,37.53158238,126.8013005,건설폐기물,,,,100,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
일신건영(주),,경기도 부천시 오정구 원종동 101-2,37.53158238,126.8013005,건설폐기물,,,,500,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
일신건영(주),,경기도 부천시 오정구 원종동 101-2,37.53158238,126.8013005,건설폐기물,,,,1000,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 419-2 외 13필지,37.52448617,126.8237074,건설폐기물,,,,400,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 419-2 외 13필지,37.52448617,126.8237074,건설폐기물,,,,100,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 419-2 외 13필지,37.52448617,126.8237074,건설폐기물,,,,500,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 419-2 외 13필지,37.52448617,126.8237074,건설폐기물,,,,1500,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
광혁건설(주),경기도 부천시 오정구 가로공원로 46_ 일원 (고강동),경기도 부천시 오정구 고강동 237-4 일원,37.5334619,126.8208177,건설폐기물,,,,1000,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
광혁건설(주),경기도 부천시 오정구 가로공원로 46_ 일원 (고강동),경기도 부천시 오정구 고강동 237-4 일원,37.5334619,126.8208177,건설폐기물,,,,1200,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
서서울고속도로(주),경기도 부천시 오정구 역곡로 531_ 일원 (고강동),경기도 부천시 오정구 고강동 275-11 일원,37.5324198,126.815192,건설폐기물,,,,1381.5,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
남광건설(주),,경기도 부천시 오정구 오정동 139,37.52632299,126.7979131,건설폐기물,,,,500,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
남광건설(주),,경기도 부천시 오정구 오정동 139,37.52632299,126.7979131,건설폐기물,,,,250,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 292-3 외 1필지,37.52786398,126.8118791,건설폐기물,,,,300,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 292-3 외 1필지,37.52786398,126.8118791,건설폐기물,,,,200,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 292-3 외 1필지,37.52786398,126.8118791,건설폐기물,,,,100,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 292-3 외 1필지,37.52786398,126.8118791,건설폐기물,,,,500,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)미래도시건설,경기도 부천시 오정구 소사로 639 (여월동_ 여월휴먼시아),경기도 부천시 오정구 여월동 296,37.51497686,126.7987564,건설폐기물,,,,10,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)미래도시건설,경기도 부천시 오정구 소사로 639 (여월동_ 여월휴먼시아),경기도 부천시 오정구 여월동 296,37.51497686,126.7987564,건설폐기물,,,,40,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 오정동 61-2,37.53270324,126.7896058,건설폐기물,,,,4117,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 원종동 90-4 일원,37.53608176,126.7959409,건설폐기물,,,,15,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 원종동 90-4 일원,37.53608176,126.7959409,건설폐기물,,,,47,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 원종동 90-4 일원,37.53608176,126.7959409,건설폐기물,,,,43,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 한국가스기술공사,경기도 부천시 오정구 삼작로 15 (삼정동),경기도 부천시 오정구 삼정동 363-2,37.52107171,126.7621747,건설폐기물,,,,50,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 한국가스기술공사,경기도 부천시 오정구 삼작로 15 (삼정동),경기도 부천시 오정구 삼정동 363-2,37.52107171,126.7621747,건설폐기물,,,,6,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 한국가스기술공사,경기도 부천시 오정구 삼작로 15 (삼정동),경기도 부천시 오정구 삼정동 363-2,37.52107171,126.7621747,건설폐기물,,,,3,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 한국가스기술공사,경기도 부천시 오정구 삼작로 15 (삼정동),경기도 부천시 오정구 삼정동 363-2,37.52107171,126.7621747,건설폐기물,,,,10,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 한국가스기술공사,경기도 부천시 오정구 삼작로 15 (삼정동),경기도 부천시 오정구 삼정동 363-2,37.52107171,126.7621747,건설폐기물,,,,2,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 한국가스기술공사,경기도 부천시 오정구 삼작로 15 (삼정동),경기도 부천시 오정구 삼정동 363-2,37.52107171,126.7621747,건설폐기물,,,,5,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 한국가스기술공사,경기도 부천시 오정구 삼작로 15 (삼정동),경기도 부천시 오정구 삼정동 363-2,37.52107171,126.7621747,건설폐기물,,,,52,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천교육지원청,경기도 부천시 오정구 역곡로324번길 14_ 까치울초등학교 (작동),경기도 부천시 오정구 작동 125-6 까치울초등학교,37.51376391,126.8141972,건설폐기물,,,,29,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천교육지원청,경기도 부천시 오정구 역곡로324번길 14_ 까치울초등학교 (작동),경기도 부천시 오정구 작동 125-6 까치울초등학교,37.51376391,126.8141972,건설폐기물,,,,1,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천교육지원청,경기도 부천시 오정구 역곡로324번길 14_ 까치울초등학교 (작동),경기도 부천시 오정구 작동 125-6 까치울초등학교,37.51376391,126.8141972,건설폐기물,,,,32,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천교육지원청,경기도 부천시 오정구 역곡로324번길 14_ 까치울초등학교 (작동),경기도 부천시 오정구 작동 125-6 까치울초등학교,37.51376391,126.8141972,건설폐기물,,,,335,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨(주),,경기도 부천시 오정구 원종동 276-2,37.52465394,126.8065565,건설폐기물,,,,500,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨(주),,경기도 부천시 오정구 원종동 276-2,37.52465394,126.8065565,건설폐기물,,,,100,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨(주),,경기도 부천시 오정구 원종동 276-2,37.52465394,126.8065565,건설폐기물,,,,300,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨(주),,경기도 부천시 오정구 원종동 276-2,37.52465394,126.8065565,건설폐기물,,,,200,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨(주),,경기도 부천시 오정구 원종동 276-2,37.52465394,126.8065565,건설폐기물,,,,1000,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨(주),,경기도 부천시 오정구 원종동 276-2,37.52465394,126.8065565,건설폐기물,,,,2000,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 원종동 90-4,37.53608176,126.7959409,건설폐기물,,,,233.89,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 원종동 90-4,37.53608176,126.7959409,건설폐기물,,,,20,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 원종동 90-4,37.53608176,126.7959409,건설폐기물,,,,341.82,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 원종동 90-4,37.53608176,126.7959409,건설폐기물,,,,5036.71,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 인왕종합건설,경기도 부천시 오정구 성곡로48번길 17-7_ 외 6필지 (여월동),경기도 부천시 오정구 여월동 7-60 외 6필지,37.51889401,126.8003745,건설폐기물,,,,50,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 KHPT,경기도 부천시 오정구 삼작로 21_ 일대(Erection Tank 공사부지) (삼정동),경기도 부천시 오정구 삼정동 363-3 일대(Erection Tank 공사부지),37.52161881,126.7646542,건설폐기물,,,,500,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
과학기술정보통신부 우정사업본부 우정사업조달센터,경기도 부천시 오정구 오정로211번길 40 (오정동),경기도 부천시 오정구 오정동 384,37.52949525,126.7825535,건설폐기물,,,,684,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
우정사업본부 우정사업조달센터,경기도 부천시 오정구 오정로211번길 40_ 부천우편집중국 (오정동),경기도 부천시 오정구 오정동 384 부천우편집중국,37.52949525,126.7825535,건설폐기물,,,,188,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
우정사업본부 우정사업조달센터,경기도 부천시 오정구 오정로211번길 40_ 부천우편집중국 (오정동),경기도 부천시 오정구 오정동 384 부천우편집중국,37.52949525,126.7825535,건설폐기물,,,,1010,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
우정사업본부 우정사업조달센터,경기도 부천시 오정구 오정로211번길 40_ 부천우편집중국 (오정동),경기도 부천시 오정구 오정동 384 부천우편집중국,37.52949525,126.7825535,건설폐기물,,,,94,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
우정사업본부 우정사업조달센터,경기도 부천시 오정구 오정로211번길 40_ 부천우편집중국 (오정동),경기도 부천시 오정구 오정동 384 부천우편집중국,37.52949525,126.7825535,건설폐기물,,,,443,2025,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
